serial_number,mac_address
WGB23BE001714,E12601863E37
WGB23BE001713,E12601864320
WGB23BE001712,E12601864430
WGB23BE001711,E126018644A1
WGB23BE001710,E126018642EA
WGB23BE001709,E12601864150
WGB23BE001708,E12601863A9D
WGB23BE001707,E1260186399F
WGB23BE001706,E1260186389E
WGB23BE001705,E126018639EF
WGB23BE001704,E1260186416E
WGB23BE001703,E12601863A81
WGB23BE001702,E126018642F5
WGB23BE001701,E12601863865
WGB23BE001700,E12601863C00
WGB23BE001699,E12601863BEB
WGB23BE001698,E126018640CB
WGB23BE001697,E12601863A9C
WGB23BE001696,E12601863A02
WGB23BE001695,E12601863F0D
WGB23BE001694,E126018639CE
WGB23BE001693,E1260186431C
WGB23BE001692,E126018639EE
WGB23BE001691,E12601863E5A
WGB23BE001690,E12601863F49
WGB23BE001689,E12601864437
WGB23BE001688,E126018645DF
WGB23BE001687,E126018638E4
WGB23BE001686,E1260186429C
WGB23BE001685,E12601863CE2
WGB23BE001684,E12601863CDA
WGB23BE001683,E126018642EB
WGB23BE001682,E12601863BEC
WGB23BE001681,E126018642EC
WGB23BE001680,E1260186429D
WGB23BE001679,E126018638A3
WGB23BE001678,E1260186434C
WGB23BE001677,E12601863BCD
WGB23BE001676,E12601863873
WGB23BE001675,E12601864128
WGB23BE001674,E126018640AE
WGB23BE001673,E12601863F18
WGB23BE001672,E12601864086
WGB23BE001671,E126018638AA
WGB23BE001670,E126018640A5
WGB23BE001669,E126018642C1
WGB23BE001668,E12601864347
WGB23BE001667,E12601863E93
WGB23BE001666,E1260186433D
WGB23BE001665,E126018642CC
WGB23BE001664,E12601863A40
WGB23BE001663,E1260186409F
WGB23BE001662,E126018640C1
WGB23BE001661,E12601863BF3
WGB23BE001660,E126018642DF
WGB23BE001659,E12601863F33
WGB23BE001658,E12601863F01
WGB23BE001657,E12601863BFE
WGB23BE001656,E12601863F29
WGB23BE001655,E12601863D09
WGB23BE001654,E12601863BBF
WGB23BE001653,E12601863F17
WGB23BE001652,E126018642E7
WGB23BE001651,E126018640D1
WGB23BE001650,E12601863A55
WGB23BE001649,E126018638AE
WGB23BE001648,E12601864448
WGB23BE001647,E12601864167
WGB23BE001646,E12601863995
WGB23BE001645,E1260186414F
WGB23BE001644,E12601863C20
WGB23BE001643,E12601863A0A
WGB23BE001642,E1260186433E
WGB23BE001641,E12601863E94
WGB23BE001640,E12601863C2C
WGB23BE001639,E12601863CFB
WGB23BE001638,E12601863F4D
WGB23BE001637,E126018642D9
WGB23BE001636,E12601864364
WGB23BE001635,E12601863CE5
WGB23BE001634,E12601864097
WGB23BE001633,E12601863A5E
WGB23BE001632,E12601863CAB
WGB23BE001631,E12601864316
WGB23BE001630,E126018639C9
WGB23BE001629,E1260186386C
WGB23BE001628,E126018639D6
WGB23BE001627,E12601864134
WGB23BE001626,E12601864321
WGB23BE001625,E1260186418E
WGB23BE001624,E12601863BDF
WGB23BE001623,E12601863BF9
WGB23BE001622,E126018640CC
WGB23BE001621,E126018639F7
WGB23BE001620,E1260186388A
WGB23BE001619,E1260186412D
WGB23BE001618,E12601863BF2
WGB23BE001617,E12601863CB0
WGB23BE001616,E12601863BC6
WGB23BE001615,E12601864129
WGB23BE001614,E12601863CC5
WGB23BE001613,E12601863F6C
WGB23BE001612,E126018638E1
WGB23BE001611,E12601863860
WGB23BE001610,E126018642CB
WGB23BE001609,E126018640B6
WGB23BE001608,E12601863A95
WGB23BE001607,E126018639DC
WGB23BE001606,E12601864438
WGB23BE001605,E1260186384A
WGB23BE001604,E1260186418B
WGB23BE001603,E12601864194
WGB23BE001602,E12601863BE0
WGB23BE001601,E12601863A44
WGB23BE001600,E12601863F08
WGB23BE001599,E12601864135
WGB23BE001598,E126018638A6
WGB23BE001597,E12601863A67
WGB23BE001596,E12601863E9D
WGB23BE001595,E12601863CAF
WGB23BE001594,E12601863A7E
WGB23BE001593,E12601863E54
WGB23BE001592,E12601864413
WGB23BE001591,E12601863BF1
WGB23BE001590,E1260186440D
WGB23BE001589,E1260186414E
WGB23BE001588,E126018638B0
WGB23BE001587,E126018639F4
WGB23BE001586,E126018640C7
WGB23BE001585,E1260186417C
WGB23BE001584,E12601863F25
WGB23BE001583,E12601863C07
WGB23BE001582,E12601864332
WGB23BE001581,E12601863CC9
WGB23BE001580,E12601864082
WGB23BE001579,E12601863E3B
WGB23BE001578,E12601864085
WGB23BE001577,E126018642FA
WGB23BE001576,E12601863CAA
WGB23BE001575,E126018639F5
WGB23BE001574,E12601863F16
WGB23BE001573,E1260186388D
WGB23BE001572,E12601863CC4
WGB23BE001571,E12601863E82
WGB23BE001570,E126018639D5
WGB23BE001569,E12601863A3F
WGB23BE001568,E12601864087
WGB23BE001567,E1260186407C
WGB23BE001566,E1260186406F
WGB23BE001565,E12601863CE1
WGB23BE001564,E12601863E7D
WGB23BE001563,E126018640C0
WGB23BE001562,E12601863898
WGB23BE001561,E12601863BE2
WGB23BE001560,E126018639FC
WGB23BE001559,E12601863E47
WGB23BE001558,E12601864172
WGB23BE001557,E12601864198
WGB23BE001556,E12601863E8C
WGB23BE001555,E12601863BD3
WGB23BE001554,E12601863BED
WGB23BE001553,E12601864328
WGB23BE001552,E12601863885
WGB23BE001551,E12601864083
WGB23BE001550,E12601864323
WGB23BE001549,E12601864335
WGB23BE001548,E12601863C03
WGB23BE001547,E12601864487
WGB23BE001546,E12601864D52
WGB23BE001545,E12601864512
WGB23BE001544,E1260186468E
WGB23BE001543,E12601865F85
WGB23BE001542,E1260186646A
WGB23BE001541,E126018661C9
WGB23BE001540,E1260186642B
WGB23BE001539,E1260186666B
WGB23BE001538,E126018648EC
WGB23BE001537,E126018648FE
WGB23BE001536,E126018647FF
WGB23BE001535,E12601864350
WGB23BE001534,E12601864CC5
WGB23BE001533,E1260186647C
WGB23BE001532,E12601865FE1
WGB23BE001531,E12601864D81
WGB23BE001530,E126018644B9
WGB23BE001529,E12601865F9F
WGB23BE001528,E1260186465B
WGB23BE001527,E12601866481
WGB23BE001526,E12601865FBF
WGB23BE001525,E12601866485
WGB23BE001524,E126018669EE
WGB23BE001523,E1260186641E
WGB23BE001522,E12601864A56
WGB23BE001521,E126018661C4
WGB23BE001520,E126018669C6
WGB23BE001519,E126018672AE
WGB23BE001518,E12601864A4F
WGB23BE001517,E12601866A04
WGB23BE001516,E1260186462C
WGB23BE001515,E12601864EF8
WGB23BE001514,E126018661C7
WGB23BE001513,E126018645F0
WGB23BE001512,E126018648D8
WGB23BE001511,E12601864322
WGB23BE001510,E126018640C8
WGB23BE001509,E12601864414
WGB23BE001508,E126018640CE
WGB23BE001507,E1260186443A
WGB23BE001506,E126018639C8
WGB23BE001505,E126018639CD
WGB23BE001504,E12601864304
WGB23BE001503,E12601863ED3
WGB23BE001502,E12601863E50
WGB23BE001501,E12601863E95
WGB23BE001500,E12601863867
WGB23BE001499,E12601864160
WGB23BE001498,E12601864351
WGB23BE001497,E12601863F14
WGB23BE001496,E127005789E0
WGB23BE001495,E12601863A0D
WGB23BE001494,E12700578B76
WGB23BE001493,E12601863893
WGB23BE001492,E126018639E1
WGB23BE001491,E12601864D78
WGB23BE001490,E12700578902
WGB23BE001489,E12700578F7B
WGB23BE001488,E1260186386B
WGB23BE001487,E12601864417
WGB23BE001486,E1260186408B
WGB23BE001485,E12601864A5D
WGB23BE001484,E126018645A7
WGB23BE001483,E12700578065
WGB23BE001482,E1260186431E
WGB23BE001481,E126018639C7
WGB23BE001480,E12601863F03
WGB23BE001479,E1260186415F
WGB23BE001478,E12601863CA9
WGB23BE001477,E12601864819
WGB23BE001476,E1260186431D
WGB23BE001475,E12601863A6C
WGB23BE001474,E126018642E6
WGB23BE001473,E126018639DB
WGB23BE001472,E127005780DF
WGB23BE001471,E12601863A84
WGB23BE001470,E12601863C06
WGB23BE001469,E12601864300
WGB23BE001468,E12601863E57
WGB23BE001467,E12601863EFF
WGB23BE001466,E126018638AB
WGB23BE001465,E12601863BBE
WGB23BE001464,E12601863F19
WGB23BE001463,E12700579272
WGB23BE001462,E12601863C99
WGB23BE001461,E126018644CA
WGB23BE001460,E126018640BE
WGB23BE001459,E126018640BF
WGB23BE001458,E12601864B51
WGB23BE001457,E12700578804
WGB23BE001456,E12601863E58
WGB23BE001455,E1260186432A
WGB23BE001454,E12601864181
WGB23BE001453,E12601863CB4
WGB23BE001452,E12601863BC7
WGB23BE001451,E12601863CB5
WGB23BE001450,E12601863A8A
WGB23BE001449,E126018639FB
WGB23BE001448,E12601864186
WGB23BE001447,E12601863F36
WGB23BE001446,E12601864337
WGB23BE001445,E1270057896B
WGB23BE001444,E12601864195
WGB23BE001443,E1260186388C
WGB23BE001442,E12601863A06
WGB23BE001441,E12700579034
WGB23BE001440,E126018642D2
WGB23BE001439,E126018640C4
WGB23BE001438,E12601863846
WGB23BE001437,E12601863C26
WGB23BE001436,E12601863D0A
WGB23BE001435,E126018646D6
WGB23BE001434,E12601864110
WGB23BE001433,E12601863C2D
WGB23BE001432,E12601863A90
WGB23BE001431,E126018638CA
WGB23BE001430,E127005783ED
WGB23BE001429,E12601863BC8
WGB23BE001428,E127005788E8
WGB23BE001427,E126018644F7
WGB23BE001426,E12601863C04
WGB23BE001425,E12601864B34
WGB23BE001424,E126018642E2
WGB23BE001423,E12601863E1D
WGB23BE001422,E12601864184
WGB23BE001421,E127005786E8
WGB23BE001420,E12601864162
WGB23BE001419,E12601863890
WGB23BE001418,E12601863BC2
WGB23BE001417,E12700579016
WGB23BE001416,E12601864494
WGB23BE001415,E12601863F71
WGB23BE001414,E12601863ECA
WGB23BE001413,E12601863887
WGB23BE001412,E126018642F8
WGB23BE001411,E12601864435
WGB23BE001410,E12601864303
WGB23BE001409,E12601865B23
WGB23BE001408,E126018642C2
WGB23BE001407,E126018638E8
WGB23BE001406,E12601863888
WGB23BE001405,E126018642C6
WGB23BE001404,E12601863BCB
WGB23BE001403,E126018640B9
WGB23BE001402,E126018642FF
WGB23BE001401,E12601863CA8
WGB23BE001400,E12601864B4A
WGB23BE001399,E12700578DBA
WGB23BE001398,E1260186384D
WGB23BE001397,E12601864197
WGB23BE001396,E126018640C5
WGB23BE001395,E126018638AC
WGB23BE001394,E126018645D2
WGB23BE001393,E12601863CC2
WGB23BE001392,E12601863BBD
WGB23BE001391,E12601863CE6
WGB23BE001390,E1260186419F
WGB23BE001389,E12601863E8E
WGB23BE001388,E127005787FC
WGB23BE001387,E1270057926B
WGB23BE001386,E1260186409A
WGB23BE001385,E1270057840B
WGB23BE001384,E12601864436
WGB23BE001383,E12700578618
WGB23BE001382,E1260186431A
WGB23BE001381,E12601863A85
WGB23BE001380,E127005789A2
WGB23BE001379,E126018641A7
WGB23BE001378,E12601864326
WGB23BE001377,E12601863E55
WGB23BE001376,E12601864CD1
WGB23BE001375,E127005791BD
WGB23BE001374,E12601864824
WGB23BE001373,E1260186385F
WGB23BE001372,E1270057897B
WGB23BE001371,E126018642D7
WGB23BE001370,E12601863E4D
WGB23BE001369,E1270057879C
WGB23BE001368,E1270057845E
WGB23BE001367,E12601863CA1
WGB23BE001366,E126018648BD
WGB23BE001365,E1260186443C
WGB23BE001364,E126018644D2
WGB23BE001363,E12601863A7A
WGB23BE001362,E12601863CB3
WGB23BE001361,E12601863E40
WGB23BE001360,E12601864CD9
WGB23BE001359,E12601864099
WGB23BE001358,E126018640CF
WGB23BE001357,E127005787DD
WGB23BE001356,E12601863A83
WGB23BE001355,E1260186448E
WGB23BE001354,E12601863A7B
WGB23BE001353,E1260186433B
WGB23BE001352,E12601864104
WGB23BE001351,E12601863F04
WGB23BE001350,E1260186418C
WGB23BE001349,E127005791EE
WGB23BE001348,E127005780A7
WGB23BE001347,E126018638B6
WGB23BE001346,E12601863AA1
WGB23BE001345,E12601864319
WGB23BE001344,E12700578A15
WGB23BE001343,E12601863E3A
WGB23BE001342,E12601863F27
WGB23BE001341,E12601863A99
WGB23BE001340,E12700579317
WGB23BE001339,E127005791A2
WGB23BE001338,E12601863CF4
WGB23BE001337,E12601863BDE
WGB23BE001336,E12601863C22
WGB23BE001335,E12601863BD8
WGB23BE001334,E126018638AF
WGB23BE001333,E126018645CC
WGB23BE001332,E12601863E51
WGB23BE001331,E127005790EC
WGB23BE001330,E126018640C6
WGB23BE001329,E12601863F05
WGB23BE001328,E12601863CAD
WGB23BE001327,E12601863A09
WGB23BE001326,E12601863E1B
WGB23BE001325,E1260186417A
WGB23BE001324,E12601863E4C
WGB23BE001323,E12601863F1A
WGB23BE001322,E12601863F6B
WGB23BE001321,E12601863A77
WGB23BE001320,E126018639E2
WGB23BE001319,E12601864620
WGB23BE001318,E12601863BFF
WGB23BE001317,E12601863BEF
WGB23BE001316,E12601864ED7
WGB23BE001315,E12601863CDF
WGB23BE001314,E12601864329
WGB23BE001313,E12601863CE4
WGB23BE001312,E12601864089
WGB23BE001311,E12601863CC7
WGB23BE001310,E12601864410
WGB23BE001309,E12601863E60
WGB23BE001308,E12601864307
WGB23BE001307,E12601863E4A
WGB23BE001306,E12601863BC0
WGB23BE001305,E1270057880C
WGB23BE001304,E1260186432E
WGB23BE001303,E1260186398F
WGB23BE001302,E12601863A8B
WGB23BE001301,E12601863868
WGB23BE001300,E12601864142
WGB23BE001299,E126018642BB
WGB23BE001298,E12601863A03
WGB23BE001297,E12601864185
WGB23BE001296,E12601863A07
WGB23BE001295,E12601863C6D
WGB23BE001294,E126018640CD
WGB23BE001293,E126018639FD
WGB23BE001292,E1260186388B
WGB23BE001291,E12601864325
WGB23BE001290,E12601863A8E
WGB23BE001289,E12601863F13
WGB23BE001288,E126018639A2
WGB23BE001287,E126018642E5
WGB23BE001286,E12601864084
WGB23BE001285,E126018642E9
WGB23BE001284,E12601863CA3
WGB23BE001283,E12601863F06
WGB23BE001282,E126018639D4
WGB23BE001281,E12601863A91
WGB23BE001280,E1260186418F
WGB23BE001279,E1260186384F
WGB23BE001278,E126018642C0
WGB23BE001277,E12601864411
WGB23BE001276,E126018639C2
WGB23BE001275,E126018638A5
WGB23BE001274,E12601864CAB
WGB23BE001273,E12601863849
WGB23BE001272,E12601863C62
WGB23BE001271,E127005783EC
WGB23BE001270,E127005783FB
WGB23BE001269,E12700579331
WGB23BE001268,E12700577C62
WGB23BE001267,E12700579024
WGB23BE001266,E127005790EB
WGB23BE001265,E12700579320
WGB23BE001264,E12700578E03
WGB23BE001263,E1270057927D
WGB23BE001262,E12700577C8D
WGB23BE001261,E127005780E1
WGB23BE001260,E12700579006
WGB23BE001259,E12700578117
WGB23BE001258,E12700578D9A
WGB23BE001257,E12700577D1F
WGB23BE001256,E12700579310
WGB23BE001255,E1270057805F
WGB23BE001254,E1270057803A
WGB23BE001253,E12700577C61
WGB23BE001252,E127005788E1
WGB23BE001251,E127005788BC
WGB23BE001250,E127005790C9
WGB23BE001249,E127005786A9
WGB23BE001248,E1270057918F
WGB23BE001247,E127005770F6
WGB23BE001246,E1270057927A
WGB23BE001245,E127005787ED
WGB23BE001244,E12700577D02
WGB23BE001243,E1270057804E
WGB23BE001242,E1270057869A
WGB23BE001241,E127005791E1
WGB23BE001240,E12700578B66
WGB23BE001239,E12700578C2E
WGB23BE001238,E12700577D57
WGB23BE001237,E12700579263
WGB23BE001236,E1270057922E
WGB23BE001235,E12700577D48
WGB23BE001234,E12700578B56
WGB23BE001233,E1270057712D
WGB23BE001232,E12700578791
WGB23BE001231,E127005770F1
WGB23BE001230,E12700578381
WGB23BE001229,E1270057847C
WGB23BE001228,E127005786E1
WGB23BE001227,E12700578DFA
WGB23BE001226,E1270057846E
WGB23BE001225,E127005791A1
WGB23BE001224,E12700578488
WGB23BE001223,E127005787E4
WGB23BE001222,E12700577C7E
WGB23BE001221,E127005783E2
WGB23BE001220,E12700577C71
WGB23BE001219,E127005780F8
WGB23BE001218,E12700578C1F
WGB23BE001217,E12700577D15
WGB23BE001216,E12700578126
WGB23BE001215,E127005774A5
WGB23BE001214,E12700578DB4
WGB23BE001213,E12700577FB5
WGB23BE001212,E127005780E3
WGB23BE001211,E12700578044
WGB23BE001210,E127005788A3
WGB23BE001209,E12700578799
WGB23BE001208,E12700578096
WGB23BE001207,E12700578DAA
WGB23BE001206,E127005787FD
WGB23BE001205,E12700578F3A
WGB23BE001204,E1270057847A
WGB23BE001203,E12700578F4F
WGB23BE001202,E12700577D76
WGB23BE001201,E127005790FA
WGB23BE001200,E12700578099
WGB23BE001199,E1270057846C
WGB23BE001198,E1270057893D
WGB23BE001197,E12700578C21
WGB23BE001196,E1270057805E
WGB23BE001195,E1270057847B
WGB23BE001194,E1270057803F
WGB23BE001193,E12700579307
WGB23BE001192,E12700577C8E
WGB23BE001191,E127005770F7
WGB23BE001190,E12700577C7D
WGB23BE001189,E127005791B3
WGB23BE001188,E127005784DC
WGB23BE001187,E12700578054
WGB23BE001186,E12700578107
WGB23BE001185,E12700578748
WGB23BE001184,E12700577FB4
WGB23BE001183,E12700578A1D
WGB23BE001182,E127005791EF
WGB23BE001181,E1270057846F
WGB23BE001180,E127005780F7
WGB23BE001179,E12700578097
WGB23BE001178,E12700578A05
WGB23BE001177,E12700578B8A
WGB23BE001176,E12700579023
WGB23BE001175,E12700578C4E
WGB23BE001174,E12700577C93
WGB23BE001173,E12700577D33
WGB23BE001172,E12700576E51
WGB23BE001171,E12700577745
WGB23BE001170,E12700577A5B
WGB23BE001169,E127005783F3
WGB23BE001168,E127005774A4
WGB23BE001167,E12700577A5E
WGB23BE001166,E127005781A1
WGB23BE001165,E12700576E61
WGB23BE001164,E12700577001
WGB23BE001163,E12700577A4F
WGB23BE001162,E12700577858
WGB23BE001161,E12700578047
WGB23BE001160,E127005781C1
WGB23BE001159,E12700577737
WGB23BE001158,E12700577D07
WGB23BE001157,E12700578DEA
WGB23BE001156,E12700577C69
WGB23BE001155,E12700577AA7
WGB23BE001154,E12700576E55
WGB23BE001153,E12700577029
WGB23BE001152,E12700578470
WGB23BE001151,E12700578035
WGB23BE001150,E12700578037
WGB23BE001149,E12700577C95
WGB23BE001148,E1270057739A
WGB23BE001147,E1270057846A
WGB23BE001146,E1270057868D
WGB23BE001145,E12700577D84
WGB23BE001144,E12700577D25
WGB23BE001143,E1270057773C
WGB23BE001142,E12700576E47
WGB23BE001141,E12700577A4B
WGB23BE001140,E127005784A7
WGB23BE001139,E12700578757
WGB23BE001138,E12700577392
WGB23BE001137,E12700578404
WGB23BE001136,E127005783F1
WGB23BE001135,E127005780AC
WGB23BE001134,E1270057712C
WGB23BE001133,E12700577FCA
WGB23BE001132,E12700577399
WGB23BE001131,E1270057712E
WGB23BE001130,E1270057868C
WGB23BE001129,E12700577D26
WGB23BE001128,E127005778C0
WGB23BE001127,E1270057734C
WGB23BE001126,E12700577A3F
WGB23BE001125,E1270057734B
WGB23BE001124,E127005780E4
WGB23BE001123,E127005783EE
WGB23BE001122,E12700578045
WGB23BE001121,E12700578414
WGB23BE001120,E127005778B0
WGB23BE001119,E12700577D36
WGB23BE001118,E12700577A2F
WGB23BE001117,E12700577728
WGB23BE001116,E12700577738
WGB23BE001115,E127005774FF
WGB23BE001114,E12700577A5F
WGB23BE001113,E12700577E8B
WGB23BE001112,E12700578451
WGB23BE001111,E12700577BA8
WGB23BE001110,E12700577C80
WGB23BE001109,E12700578057
WGB23BE001108,E12700577C84
WGB23BE001107,E1270057805C
WGB23BE001106,E127005780A9
WGB23BE001105,E1270057848B
WGB23BE001104,E127005780E5
WGB23BE001103,E12700577BB2
WGB23BE001102,E12700577C72
WGB23BE001101,E12700578411
WGB23BE001100,E1270057774B
WGB23BE001099,E127005778A4
WGB23BE001098,E12700577A53
WGB23BE001097,E12700577727
WGB23BE001096,E12700577505
WGB23BE001095,E12700576E2F
WGB23BE001094,E127005773A1
WGB23BE001093,E127005783E3
WGB23BE001092,E12700577C66
WGB23BE001091,E12700578066
WGB23BE001090,E127005783E4
WGB23BE001089,E1270057805B
WGB23BE001088,E12700577B5B
WGB23BE001087,E1270057845F
WGB23BE001086,E12700577A01
WGB23BE001085,E12700577AA8
WGB23BE001084,E12700577513
WGB23BE001083,E12700577C85
WGB23BE001082,E1270057845C
WGB23BE001081,E1270057845B
WGB23BE001080,E127005778BF
WGB23BE001079,E12700578689
WGB23BE001078,E1270057803B
WGB23BE001077,E12700576E52
WGB23BE001076,E12700577354
WGB23BE001075,E1270057739B
WGB23BE001074,E126028AA501
WGB23BE001073,E126010917CA
WGB23BE001072,E126028AAB91
WGB23BE001071,E12601CCB8D7
WGB23BE001070,E12601CCB943
WGB23BE001069,E12601092E76
WGB23BE001068,E12601CCB8F7
WGB23BE001067,E126028AAF5D
WGB23BE001066,E1260109207E
WGB23BE001065,E12601091871
WGB23BE001064,E126028AAB8F
WGB23BE001063,E126028AACCF
WGB23BE001062,E126028AAB80
WGB23BE001061,E126028AB032
WGB23BE001060,E126028AABA7
WGB23BE001059,E12601CCC06F
WGB23BE001058,E126028A9896
WGB23BE001057,E12601CCB93F
WGB23BE001056,E126028AA101
WGB23BE001055,E126028A9B0D
WGB23BE001054,E12700577361
WGB23BE001053,E126028AB194
WGB23BE001052,E126028A9F3E
WGB23BE001051,E1270057846B
WGB23BE001050,E127005780A8
WGB23BE001049,E12700577502
WGB23BE001048,E126028A99AB
WGB23BE001047,E12601CCBC97
WGB23BE001046,E12700577D34
WGB23BE001045,E12700577A1F
WGB23BE001044,E126028AA3D0
WGB23BE001043,E126028AA20C
WGB23BE001042,E12601092F3F
WGB23BE001041,E12601CCC0A6
WGB23BE001040,E126028AAF6C
WGB23BE001039,E12601CCBD33
WGB23BE001038,E126028AA102
WGB23BE001037,E12601091FCE
WGB23BE001036,E126028AAF1E
WGB23BE001035,E12700577510
WGB23BE001034,E126010917ED
WGB23BE001033,E12601CCC077
WGB23BE001032,E12601CCC0DF
WGB23BE001031,E126028AA0D4
WGB23BE001030,E12601091814
WGB23BE001029,E126028A9AF4
WGB23BE001028,E126028AB927
WGB23BE001027,E12601CCB98C
WGB23BE001026,E12601CCBCF5
WGB23BE001025,E12601CCB957
WGB23BE001024,E12700576E30
WGB23BE001023,E12700578055
WGB23BE001022,E126028A9B12
WGB23BE001021,E126028AAB62
WGB23BE001020,E12601CCB981
WGB23BE001019,E12601CCBD43
WGB23BE001018,E126028AA05C
WGB23BE001017,E126028AA9C7
WGB23BE001016,E126028AA5F2
WGB23BE001015,E1270057734A
WGB23BE001014,E126028AABA9
WGB23BE001013,E12601CCC071
WGB23BE001012,E12601091774
WGB23BE001011,E12601CCB997
WGB23BE001010,E126028AB45C
WGB23BE001009,E12601091882
WGB23BE001008,E126028A9D1E
WGB23BE001007,E126028A98A8
WGB23BE001006,E12601CCB9DE
WGB23BE001005,E12700577514
WGB23BE001004,E127005783E1
WGB23BE001003,E12601CCB996
WGB23BE001002,E126028AB7D9
WGB23BE001001,E12601CCB9A9
WGB23BE001000,E126028AACE8
WGB23BE000999,E126028A9D23
WGB23BE000998,E1270057735A
WGB23BE000997,E126028A9EDD
WGB23BE000996,E12700577846
WGB23BE000995,E126028A99D4
WGB23BE000994,E12700577746
WGB23BE000993,E12700577A6B
WGB23BE000992,E12700578478
WGB23BE000991,E126028AA0D1
WGB23BE000990,E12601CCB988
WGB23BE000989,E12601CCC060
WGB23BE000988,E12601092E89
WGB23BE000987,E12700577504
WGB23BE000986,E12601CCC0EF
WGB23BE000985,E126028AA3C7
WGB23BE000984,E12601092F47
WGB23BE000983,E126028AA24A
WGB23BE000982,E126028A9ED6
WGB23BE000981,E126028AA53A
WGB23BE000980,E12601CCBD2A
WGB23BE000979,E12700577C83
WGB23BE000978,E126028AA0E3
WGB23BE000977,E126028AA0E1
WGB23BE000976,E126028ABB83
WGB23BE000975,E126028AB449
WGB23BE000974,E12601092159
WGB23BE000973,E12601CCC0F9
WGB23BE000972,E126028A98B3
WGB23BE000971,E126028AABB8
WGB23BE000970,E126028AA77C
WGB23BE000969,E126028AA951
WGB23BE000968,E126028AB7E8
WGB23BE000967,E126028AAB71
WGB23BE000966,E12601CCC34F
WGB23BE000965,E126028AA50A
WGB23BE000964,E1270057774C
WGB23BE000963,E12700577021
WGB23BE000962,E12601CCC0A0
WGB23BE000961,E12601CCC0A5
WGB23BE000960,E126028AA3DF
WGB23BE000959,E126028AB815
WGB23BE000958,E126010917FF
WGB23BE000957,E12601CCC308
WGB23BE000956,E12601CCC11F
WGB23BE000955,E12601092071
WGB23BE000954,E126028AA7BC
WGB23BE000953,E12601CCC061
WGB23BE000952,E1270057803D
WGB23BE000951,E126028AA972
WGB23BE000950,E12601CCB99B
WGB23BE000949,E12601CCBCE2
WGB23BE000948,E12700577C73
WGB23BE000947,E127005780D6
WGB23BE000946,E126028A9F2F
WGB23BE000945,E126028A9EAF
WGB23BE000944,E1270057700A
WGB23BE000943,E12601CCC0C7
WGB23BE000942,E12601091816
WGB23BE000941,E126028AAFC6
WGB23BE000940,E126028A9B2C
WGB23BE000939,E126028A9B02
WGB23BE000938,E12601092063
WGB23BE000937,E126028AACD9
WGB23BE000936,E12700577D24
WGB23BE000935,E126028AA56E
WGB23BE000934,E12601CCB8CC
WGB23BE000933,E126028A9EA1
WGB23BE000932,E126028A998C
WGB23BE000931,E126028AABC9
WGB23BE000930,E12700577353
WGB23BE000929,E126028AA442
WGB23BE000928,E12601CCC057
WGB23BE000927,E1260109187D
WGB23BE000926,E1270057805D
WGB23BE000925,E12601CCBFF8
WGB23BE000924,E12601CCC349
WGB23BE000923,E126028AA23C
WGB23BE000922,E12601CCBCF1
WGB23BE000921,E126028AAD69
WGB23BE000920,E12601091812
WGB23BE000919,E1260109187A
WGB23BE000918,E126028A9B11
WGB23BE000917,E126028AA21A
WGB23BE000916,E126028AA218
WGB23BE000915,E126028AACE1
WGB23BE000914,E1270057775A
WGB23BE000913,E126028AADB4
WGB23BE000912,E12700577511
WGB23BE000911,E12601CCB94D
WGB23BE000910,E126028AAD79
WGB23BE000909,E12601CCC03B
WGB23BE000908,E12601CCB9B7
WGB23BE000907,E12601CCB965
WGB23BE000906,E12601CCC058
WGB23BE000905,E126028AA0CA
WGB23BE000904,E126028AA3C6
WGB23BE000903,E126028A999B
WGB23BE000902,E12700577845
WGB23BE000901,E126028AB182
WGB23BE000900,E126028A9D24
WGB23BE000899,E12601092149
WGB23BE000898,E12601CCB933
WGB23BE000897,E12700577135
WGB23BE000896,E126028AA7BB
WGB23BE000895,E126028AA576
WGB23BE000894,E126028AA61F
WGB23BE000893,E127005778B1
WGB23BE000892,E126028A99CB
WGB23BE000891,E127005783B8
WGB23BE000890,E126028A9D58
WGB23BE000889,E12700577A9D
WGB23BE000888,E12700577A4E
WGB23BE000887,E126028AA94B
WGB23BE000886,E12700577BF0
WGB23BE000885,E126028A9EAE
WGB23BE000884,E126028AAB92
WGB23BE000883,E127005780AA
WGB23BE000882,E12700578A7A
WGB23BE000881,E1270057871E
WGB23BE000880,E12700578D98
WGB23BE000879,E12700578B7A
WGB23BE000878,E127005790BB
WGB23BE000877,E12700578894
WGB23BE000876,E12700578DD4
WGB23BE000875,E1270057847E
WGB23BE000874,E127005789B2
WGB23BE000873,E12700577FA4
WGB23BE000872,E12700578A0D
WGB23BE000871,E127005783FC
WGB23BE000870,E1270057844F
WGB23BE000869,E127005787DC
WGB23BE000868,E12700578DA8
WGB23BE000867,E127005788D3
WGB23BE000866,E127005783DB
WGB23BE000865,E1270057803C
WGB23BE000864,E1270057878C
WGB23BE000863,E12700578CC6
WGB23BE000862,E12700577D01
WGB23BE000861,E1270057924F
WGB23BE000860,E12700578475
WGB23BE000859,E12700578A0C
WGB23BE000858,E12700579321
WGB23BE000857,E1270057846D
WGB23BE000856,E1270057880D
WGB23BE000855,E12700577C81
WGB23BE000854,E12700578D8A
WGB23BE000853,E12700577A9E
WGB23BE000852,E12700579013
